"site","date","tod","drag_id","transect","effort_m","temp_C","rh_pct","ticks_count","favorability","site_band","site_re"
"Site_A",2025-05-15,"AM",1,"T1",100,18.9642014784515,71.6446648566799,1,0.683041528668177,"high",0.465429742022875
"Site_A",2025-05-15,"AM",3,"T1",102,18.9642014784515,71.6446648566799,102,0.683041528668177,"high",0.465429742022875
"Site_A",2025-05-15,"AM",5,"T2",102,18.9642014784515,71.6446648566799,84,0.683041528668177,"high",0.465429742022875
"Site_A",2025-05-15,"AM",2,"T1",108,18.9642014784515,71.6446648566799,2,0.683041528668177,"high",0.465429742022875
"Site_A",2025-05-15,"AM",6,"T2",107,18.9642014784515,71.6446648566799,76,0.683041528668177,"high",0.465429742022875
"Site_A",2025-05-15,"AM",4,"T2",95,18.9642014784515,71.6446648566799,15,0.683041528668177,"high",0.465429742022875
"Site_A",2025-05-15,"PM",3,"T2",106,18.8648030178802,80.8911056951958,0,0.74373171481976,"high",0.465429742022875
"Site_A",2025-05-15,"PM",5,"T2",95,18.8648030178802,80.8911056951958,9,0.74373171481976,"high",0.465429742022875
"Site_A",2025-05-15,"PM",6,"T1",98,18.8648030178802,80.8911056951958,277,0.74373171481976,"high",0.465429742022875
"Site_A",2025-05-15,"PM",4,"T2",107,18.8648030178802,80.8911056951958,0,0.74373171481976,"high",0.465429742022875
"Site_A",2025-05-15,"PM",1,"T2",104,18.8648030178802,80.8911056951958,4,0.74373171481976,"high",0.465429742022875
"Site_A",2025-05-15,"PM",2,"T1",106,18.8648030178802,80.8911056951958,5,0.74373171481976,"high",0.465429742022875
"Site_A",2025-05-16,"AM",3,"T2",96,16.372477877957,93.8710053716924,26,0.289767227513622,"high",0.465429742022875
"Site_A",2025-05-16,"AM",5,"T2",98,16.372477877957,93.8710053716924,177,0.289767227513622,"high",0.465429742022875
"Site_A",2025-05-16,"AM",4,"T2",99,16.372477877957,93.8710053716924,8,0.289767227513622,"high",0.465429742022875
"Site_A",2025-05-16,"AM",1,"T1",102,16.372477877957,93.8710053716924,11,0.289767227513622,"high",0.465429742022875
"Site_A",2025-05-16,"AM",6,"T1",105,16.372477877957,93.8710053716924,0,0.289767227513622,"high",0.465429742022875
"Site_A",2025-05-16,"AM",2,"T1",101,16.372477877957,93.8710053716924,0,0.289767227513622,"high",0.465429742022875
"Site_A",2025-05-16,"PM",2,"T1",94,20.155913913707,81.6103489645616,47,0.899506103218393,"high",0.465429742022875
"Site_A",2025-05-16,"PM",6,"T1",92,20.155913913707,81.6103489645616,117,0.899506103218393,"high",0.465429742022875
"Site_A",2025-05-16,"PM",4,"T1",102,20.155913913707,81.6103489645616,113,0.899506103218393,"high",0.465429742022875
"Site_A",2025-05-16,"PM",3,"T1",100,20.155913913707,81.6103489645616,33,0.899506103218393,"high",0.465429742022875
"Site_A",2025-05-16,"PM",5,"T2",97,20.155913913707,81.6103489645616,216,0.899506103218393,"high",0.465429742022875
"Site_A",2025-05-16,"PM",1,"T1",92,20.155913913707,81.6103489645616,109,0.899506103218393,"high",0.465429742022875
"Site_A",2025-05-17,"AM",6,"T1",92,18.9374139037627,83.8735020107066,59,0.737942747985466,"high",0.465429742022875
"Site_A",2025-05-17,"AM",3,"T2",103,18.9374139037627,83.8735020107066,0,0.737942747985466,"high",0.465429742022875
"Site_A",2025-05-17,"AM",5,"T1",89,18.9374139037627,83.8735020107066,47,0.737942747985466,"high",0.465429742022875
"Site_A",2025-05-17,"AM",2,"T2",103,18.9374139037627,83.8735020107066,7,0.737942747985466,"high",0.465429742022875
"Site_A",2025-05-17,"AM",4,"T1",89,18.9374139037627,83.8735020107066,28,0.737942747985466,"high",0.465429742022875
"Site_A",2025-05-17,"AM",1,"T1",100,18.9374139037627,83.8735020107066,83,0.737942747985466,"high",0.465429742022875
"Site_A",2025-05-17,"PM",2,"T1",104,18.7012027202112,82.378253864604,935,0.715376685634278,"high",0.465429742022875
"Site_A",2025-05-17,"PM",6,"T2",102,18.7012027202112,82.378253864604,0,0.715376685634278,"high",0.465429742022875
"Site_A",2025-05-17,"PM",4,"T2",96,18.7012027202112,82.378253864604,23,0.715376685634278,"high",0.465429742022875
"Site_A",2025-05-17,"PM",3,"T1",101,18.7012027202112,82.378253864604,70,0.715376685634278,"high",0.465429742022875
"Site_A",2025-05-17,"PM",5,"T1",114,18.7012027202112,82.378253864604,0,0.715376685634278,"high",0.465429742022875
"Site_A",2025-05-17,"PM",1,"T2",95,18.7012027202112,82.378253864604,4,0.715376685634278,"high",0.465429742022875
"Site_A",2025-05-18,"AM",6,"T2",108,18.738434367597,84.8498001541161,9,0.701583641957111,"high",0.465429742022875
"Site_A",2025-05-18,"AM",3,"T1",99,18.738434367597,84.8498001541161,0,0.701583641957111,"high",0.465429742022875
"Site_A",2025-05-18,"AM",5,"T2",97,18.738434367597,84.8498001541161,31,0.701583641957111,"high",0.465429742022875
"Site_A",2025-05-18,"AM",2,"T2",102,18.738434367597,84.8498001541161,248,0.701583641957111,"high",0.465429742022875
"Site_A",2025-05-18,"AM",4,"T2",97,18.738434367597,84.8498001541161,0,0.701583641957111,"high",0.465429742022875
"Site_A",2025-05-18,"AM",1,"T1",95,18.738434367597,84.8498001541161,29,0.701583641957111,"high",0.465429742022875
"Site_A",2025-05-18,"PM",3,"T2",99,22.7601199785475,72.4666288906047,40,0.902613358333179,"high",0.465429742022875
"Site_A",2025-05-18,"PM",1,"T1",98,22.7601199785475,72.4666288906047,106,0.902613358333179,"high",0.465429742022875
"Site_A",2025-05-18,"PM",4,"T1",95,22.7601199785475,72.4666288906047,4,0.902613358333179,"high",0.465429742022875
"Site_A",2025-05-18,"PM",5,"T1",104,22.7601199785475,72.4666288906047,170,0.902613358333179,"high",0.465429742022875
"Site_A",2025-05-18,"PM",2,"T1",93,22.7601199785475,72.4666288906047,1,0.902613358333179,"high",0.465429742022875
"Site_A",2025-05-18,"PM",6,"T1",94,22.7601199785475,72.4666288906047,34,0.902613358333179,"high",0.465429742022875
"Site_A",2025-05-19,"AM",1,"T1",97,18.9030364514105,92.1179214031707,49,0.601696853969794,"high",0.465429742022875
"Site_A",2025-05-19,"AM",3,"T2",90,18.9030364514105,92.1179214031707,0,0.601696853969794,"high",0.465429742022875
"Site_A",2025-05-19,"AM",6,"T1",95,18.9030364514105,92.1179214031707,2,0.601696853969794,"high",0.465429742022875
"Site_A",2025-05-19,"AM",5,"T2",91,18.9030364514105,92.1179214031707,7,0.601696853969794,"high",0.465429742022875
"Site_A",2025-05-19,"AM",2,"T1",103,18.9030364514105,92.1179214031707,332,0.601696853969794,"high",0.465429742022875
"Site_A",2025-05-19,"AM",4,"T2",103,18.9030364514105,92.1179214031707,44,0.601696853969794,"high",0.465429742022875
"Site_A",2025-05-19,"PM",2,"T2",99,23.9569453962795,73.4350806154754,325,0.835657609078024,"high",0.465429742022875
"Site_A",2025-05-19,"PM",5,"T1",109,23.9569453962795,73.4350806154754,88,0.835657609078024,"high",0.465429742022875
"Site_A",2025-05-19,"PM",1,"T2",97,23.9569453962795,73.4350806154754,133,0.835657609078024,"high",0.465429742022875
"Site_A",2025-05-19,"PM",6,"T1",96,23.9569453962795,73.4350806154754,1,0.835657609078024,"high",0.465429742022875
